S U I V I    D E S    V I S A S     - LOT 31 à 34  -   IN  - BX -  CFO - BENTIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_TX_046301;POSTE D'INTERPHONIE COMME;25/3/2026;I034;PLN;45 301;A;S1;pdf;;;25/03/26;X;09/04/26;VSO;;;;08/04/26;;VSO;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_TX_046302;POSTE VIDEOPHONE COMMEND;25/3/2026;I034;PLN;45 302;A;S1;pdf;;;25/03/26;X;09/04/26;;27/03/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Incohérence entre l'indice de la GED et celui de la page de garde"
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_S1_046303;POSTE RECEPTION COMMEND;25/3/2026;I034;PLN;45 303;A;S1;pdf;;;25/03/26;X;09/04/26;;27/03/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Incohérence entre l'indice de la GED et celui de la page de garde"
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_S1_046310;CENTRALE CA;25/3/2026;I034;PLN;45 310;A;S1;pdf;;;25/03/26;X;09/04/26;;;;;08/04/26;;HM;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_TX_046311;LECTEUR DE BADGE;25/3/2026;I034;PLN;45 311;A;S1;pdf;;;25/03/26;X;09/04/26;VSO;;;;08/04/26;;VSO;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_S1_046312;ENROLEUR;25/3/2026;I034;PLN;45 312;A;S1;pdf;;;25/03/26;X;09/04/26;VAO;;;;08/04/26;;VAO;;;;;;;;;;;;;"MOX : VAO
liaison filaire à encastrer"
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_TX_046313;BP DE SORTIE;25/3/2026;I034;PLN;45 313;A;S1;pdf;;;25/03/26;X;09/04/26;VAO;;;;08/04/26;;VAO;;;;;;;;;;;;;"MOX : VAO
localisation à préciser
sous réserve avis preneur"
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_TX_046314;BBG;25/3/2026;I034;PLN;45 314;A;S1;pdf;;;25/03/26;X;09/04/26;VSO;;;;08/04/26;;VSO;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFA_I034_MAT_IZ_S1_046340;POSTE DE SUPERVISION;25/3/2026;I034;PLN;45 340;A;S1;pdf;;;25/03/26;X;09/04/26;;;;;07/04/26;;HM;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFO_I031_PLN_IZ_S1_045401;PLAN CDC CFO-CFA _ SS1;4/3/2026;I034;PLN;45 401;A;S1;pdf;;;04/03/26;X;19/03/26;REF;;;;30/03/26;;VAO.;31/3/2026;;REF;;;;;;;;;;"MOX : VAO
VISA MOX 
- Attention hauteurs règlementaires 2.20 m!
- Réduire les coudes inutiles
- Sous réserve de synthèse et de prise en compte des observations sur les indices précédents 
EGIS : REF
-         Faire apparaitre dans la légende tous les CDC, par ex, il manque les CDC opérateurs, HT, Bureaux, etc.,
-         Indiquer les passages des CDC dans les gaines coupe-feu de façon plus claire, notamment pour le CDC HT est-ce que le CF est prévu sur toute la longueur ?
-         Il faut séparer dans la légende et sur le plan les CDC de différents types, par exemple, dalle marine, treillis soudé, MKSM, etc.
-         Faire apparaitre les CDC capotés, soit via une couleur différente, soit via un hachurage supplémentaire ou autre solution. PM : tous les CDC du PK doivent être capotés.
-         Les CDC opérateur montent au RDC. Indiquer d’où ils viennent,
-         Utiliser les mêmes couleurs pour les mêmes CDC aux différents niveaux, par ex, les couleurs de CDC OPE ne sont pas les mêmes entre le SS1 et les RDC (plan du dossier bureaux) ; pareil pour les CDC bureaux,
-         Manque un CDC dans le local vélos au centre du plan (côté exploitation),
-         Faire apparaitre le nombre de CDC, un CDC de 300mm, sortant du TGBT bureaux est sous-dimensionné,
-         Les CDC qui partent du TGBT IRVE ne sont pas visibles (local TGBT), il faut qu’ils soient prévus,
-         Indiquer les verticalités, elles doivent correspondre avec les niveaux au-dessus et en -dessous,
-         PM : Toutes les armoires et les tableaux divisionnaires doivent apparaitre sur le plan
-         Sous réserve de la diffusion des notes de dimensionnement des CDC en prenant en compte les réserves demandées,
-         PM : Sous réserve de validation de la synthèse, y compris pour les réseaux et terminaux des autres corps d’état,
-         PM : Sous réserve de validation des autres documents EXE de Bentin,
-         PM : Le CDC IRVE doit être conforme à la FTM07,
-         PM : Les chemins de câbles CFO/CFA doivent avoir une distance minimale de 30 cm,
-         PM : tous les passages à plusieurs câbles doivent avoir les CDC, conformément au dossier marché"
P17_T2_IN_EXE_BEN_CFO_I031_PLN_IZ_S2_045402;PLAN CDC CFO-CFA _ SS2;4/3/2026;I031;PLN;45 402;A;S2;pdf;;;04/03/26;X;19/03/26;REF;;;;30/03/26;;REF;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Séparer les CDC de sécurité conformément au CCTP CFO,
-         CDC VE : Quel est le principe de cheminement entre les étages ? Depuis le local TGBT au SS1 où se fait la décente ? Si juste sous le TGBT, l’indiquer à tous les niveaux. Si aux axes B8 -BB-BC (comme dans la FTM), rajouter un CDC CFO et un Cfa VE au SS1 qui rejoindraient le TGBT avec cette descente. A quoi sert la descente axes BI-B5 ?
-         Sous réserve de la diffusion des notes de dimensionnement des CDC en prenant en compte les réserves demandées,
-         PM : Sous réserve de validation de la synthèse, y compris pour les réseaux et terminaux des autres corps d’état,
-         PM : Indiquer les passages des CDC dans les gaines coupe-feu le cas échéant,
-         PM : Indiquer les verticalités,
-         PM : Le CDC IRVE doit être conforme à la FTM07,
-         PM : Les chemins de câbles CFO/CFA doivent avoir une distance minimale de 30 cm
MOX : REF
VISA MOX 
- Supprimer les coudes et dévoiements inutiles. (Observation déja émise de nombreuses fois. Justifier l'impossibilité de la prise en compte s'il y en a une)
- Prendre en compte les observations sur les plans de réseaux déja visés
- Attention aux hauteurs règlementaires 
- Prendre en compte les observations sur document 
- Sous réserve de synthèse 
- Sous réserve de validation des FT 
- Sous réserve d'avis Egis "
P17_T2_IN_EXE_BEN_CFO_I031_PLN_IZ_S3_045403;PLAN CDC CFO-CFA _ SS3;4/3/2026;I031;PLN;45 403;A;S3;pdf;;;04/03/26;X;19/03/26;VAO;;;;30/03/26;;VAO;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Séparer les CDC de sécurité conformément au CCTP CFO,
-         CDC VE : Quel est le principe de cheminement entre les étages ? Depuis le local TGBT au SS1 où se fait la décente ? Si juste sous le TGBT, l’indiquer à tous les niveaux. Si aux axes B8 -BB-BC (comme dans la FTM), rajouter un CDC CFO et un Cfa VE au SS1 qui rejoindraient le TGBT avec cette descente. A quoi sert la descente axes BI-B5 ?
-         Remettre les CDC supprimés depuis l’indice C (à droit de la rampe),
-         Sous réserve de la diffusion des notes de dimensionnement des CDC en prenant en compte les réserves demandées,
-         PM : Utiliser le dernier fond de plan de l’architecte,
-         PM : Indiquer les passages des CDC dans les gaines coupe-feu le cas échéant,
-         PM : Sous réserve de validation de la synthèse,
-         PM : Indiquer les verticalités,
-         PM : Le CDC IRVE doit être conforme à la FTM07,
-         PM : Les chemins de câbles CFO/CFA doivent avoir une distance minimale de 30 cm,
-         PM : Veuillez fournir les FT des différents chemins de câbles
MOX : VAO
VISA MOX 
- Supprimer les coudes et dévoiements inutiles - Prendre en compte les observations sur les plans de réseaux déja visés 
- Attention aux hauteurs règlementaires 
- Prendre en compte les observations sur document 
- Supportage CDC: choisir un supportage par filetage central ou sur les côtés 
- Sous réserve de synthèse 
- Sous réserve de validation des FT 
- Sous réserve d'avis Egis "
P17_T2_IN_EXE_BEN_CFO_I031_PLN_IZ_S4_045404;PLAN CDC CFO-CFA _ SS4;4/3/2026;I031;PLN;45 404;A;S4;pdf;;;04/03/26;X;19/03/26;VAO;;;;30/03/26;;VAO;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Séparer les CDC de sécurité conformément au CCTP CFO,
-         CDC VE : Quel est le principe de cheminement entre les étages ? Depuis le local TGBT au SS1 où se fait la décente ? Si juste sous le TGBT, l’indiquer à tous les niveaux. Si aux axes B8 -BB-BC (comme dans la FTM), rajouter un CDC CFO et un Cfa VE au SS1 qui rejoindraient le TGBT avec cette descente. A quoi sert la descente axes BI-B5 ?
-         Remettre les CDC Cfa/SSI à droite de la rampe (qui étaient présent en indice C),
-         Sous réserve de la diffusion des notes de dimensionnement des CDC en prenant en compte les réserves demandées,
-         PM : Sous réserve de validation de la synthèse, y compris pour les réseaux et terminaux des autres corps d’état,
-         PM : Indiquer les passages des CDC dans les gaines coupe-feu le cas échéant,
-         PM : Indiquer les verticalités,
-         PM : Le CDC IRVE doit être conforme à la FTM07,
-         PM : Les chemins de câbles CFO/CFA doivent avoir une distance minimale de 30 cm
MOX : VAO
VISA MOX 
- Supprimer les coudes et dévoiements inutiles 
- Prendre en compte les observations sur les plans de réseaux déja visés
- Attention aux hauteurs règlementaires 
- Prendre en compte les observations sur document 
- Supportage CDC : choisir un supportage par filetage central ou sur les côtés 
- Sous réserve de synthèse 
- Sous réserve de validation des FT 
- Sous réserve d'avis Egis "
P17_T2_IN_EXE_BEN_CFO_I031_PLN_IZ_S5_045405;PLAN CDC CFO-CFA _ SS5;4/3/2026;I031;PLN;45 405;A;S5;pdf;;;04/03/26;X;19/03/26;VAO;;;;30/03/26;;VAO;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Séparer les CDC de sécurité conformément au CCTP CFO,
-         CDC VE : Quel est le principe de cheminement entre les étages ? Depuis le local TGBT au SS1 où se fait la décente ? Si juste sous le TGBT, l’indiquer à tous les niveaux. Si aux axes B8 -BB-BC (comme dans la FTM), rajouter un CDC CFO et un Cfa VE au SS1 qui rejoindraient le TGBT avec cette descente. A quoi sert la descente axes BI-B5 ?
-         Sous réserve de la diffusion des notes de dimensionnement des CDC en prenant en compte les réserves demandées,
-         PM : Sous réserve de validation de la synthèse, y compris pour les réseaux et terminaux des autres corps d’état,
-         PM : Indiquer les passages des CDC dans les gaines coupe-feu le cas échéant,
-         PM : Indiquer les verticalités,
-         PM : Le CDC IRVE doit être conforme à la FTM07,
-         PM : Les chemins de câbles CFO/CFA doivent avoir une distance minimale de 30 cm
MOX : VAO
VISA MOX 
- Supprimer les coudes et dévoiements inutiles 
- Prendre en compte les observations sur les plans de réseaux déja visés
- Attention aux hauteurs règlementaires 
- Prendre en compte les observations sur document 
- Supportage CDC : choisir un supportage par filetage central ou sur les côtés 
- Sous réserve de synthèse 
- Sous réserve de validation des FT 
- Sous réserve d'avis Egis "
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045600;TRANSFORMATEUR 2000 KVA;23/2/2026;I031;MAT;45 600;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045600;TRANSFORMATEUR 2000 KVA;27/2/2026;I031;MAT;45 600;A;S1;pdf;;;27/02/26;X;14/03/26;REF;24/02/26;"SAS
REF";;11/3/2026;;.HM;18/3/2026;;REF;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0"".
HQE : HM
obtenir l'avis du BE et du BCT
EGIS : REF
Remarque déjà faite et non prise en compte :
Sans raison particulière, il est inutile de présenter un transformateur à double tension (15kV/20kV). Choisir un transformateur sec avec les pertes Ak 16000W et A0-10% (2340W)."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_R0_045601;CELLULES HT PDL ENEDIS;23/2/2026;I031;MAT;45 601;A;R0;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_R0_045601;CELLULES HT PDL ENEDIS;27/2/2026;I031;MAT;45 601;A;R0;pdf;;;27/02/26;X;14/03/26;VAO;24/02/26;"SAS
REF";;11/03/26;;.HM;18/3/2026;;VAO;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0"".
MOX : HM
EGIS : VAO
-         Sous réserve de validation d’Enedis (leur approbation est à fournir),
-         Quid la réglementation UE 2024/ 573 ?
-         Coordonner l’emplacement du relais anti-retour pour GE mobile avec Enedis,
-         Prévoir les cellules pour les fusibles de la cellule de comptage,
-         Prévoir les coffrets de contrôle en partie supérieure pour raccordement des points GTB sur borniers accessibles non plombés."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045602;CELLULES HT POSTE 2000KVA VDP;23/2/2026;I031;MAT;45 602;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045602;CELLULES HT POSTE VDP;6/3/2026;I031;MAT;45 602;A;S1;pdf;;;06/03/26;X;21/03/26;VAO;;;;;;;18/3/2026;;VAO;;;;17/3/2026;;HM;;;;"MOX : HM
localisation à indiquer
sous réserve avis Egis et BCT
EGIS : VAO
-         Ce document doit s’appeler Cellules HT Poste de transformation infra et non pas VDP
-         Je n’ai pas reçu la réponse concernant le respect de la NF C 13-100 (peut on rester sur la protection inter-fusible sur un transfo de 2000kVA ?) Fournir un accord du bureau de contrôle à ce sujet,
-         Attention, la sélectivité avec la protection du poste de livraison n’est pas assurée"
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045610;CHEMIN DE CABLE CFOCFA INFRA;23/2/2026;I031;MAT;45 610;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045610;CHEMIN DE CABLE CFOCFA INFRA;27/2/2026;I031;MAT;45 610;A;TX;pdf;;;27/02/26;X;14/03/26;REF;;;;30/03/26;;VAO.;27/3/2026;;REF;;;;;;;;;;"MOX : VAO
si possible prévoir les perforations 304/316 L 60 représentée sur la FT
EGIS : REF
-         N’est pas conforme au § 3.17.7 du CCTP CFO, notamment traitement (pourquoi pré-galvanisé ?),
-         Prévoir couvercles (sauf indication contraire de la VDP, voir aussi avec la MOEX et le MOA),
-         Présenter les produits demandés au CCTP CFa et CFO, bien distinguer les différents types de CDC,
-         Préciser le principe de mise à la terre, fournir le descriptif de l’éclissage le cas échéant (§ 3.9.4 du CCTP CFO),
-         Présenter une fiche synthétique (127 pages pour un CDC est trop)."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045611;SUPPORTS CDC;23/2/2026;I031;MAT;45 611;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045611;SUPPORTS CDC;6/3/2026;I031;MAT;45 611;A;TX;pdf;;;06/03/26;X;21/03/26;REF;;;;30/03/26;;REF;27/3/2026;;REF;;;;;;;;;;"MOX : REF
Prévoir support centraux par tige filetée
Il ne faut pas d'extremité rouge. Le support doit être uniquement en finition galva
EGIS : REF
-         Préciser s’il s’agit des supports des CDC CFO et Cfa,
-         Choisir le même traitement que celui des CDC, galvanisé à chaud ou électrozingué"
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045620;LUMINAIRE TYPE P1;23/2/2026;I031;MAT;45 620;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045620;LUMINAIRE TYPE P1;27/2/2026;I031;MAT;45 620;A;TX;pdf;1;;27/02/26;X;14/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045620;LUMINAIRE TYPE P1;9/3/2026;I031;MAT;45 620;A;TX;pdf;;;09/03/26;X;24/03/26;VAO;;;;;;;18/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Sous réserve de validation de la NDC d’éclairement,
-         Choisir 4000K (voir aussi avec l’architecte et le MOA),
-         Indiquer l’UGR (doit être inférieur à 25 normativement),
-         Prévoir crochets de fixation en inox anti-vandale (indiquer que l’option est choisie),
-         Sous réserve de validation du MOA, de l’architecte et d’acceptation de l’échantillon. "
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045621;LUMINAIRE TYPE P2;23/2/2026;I031;MAT;45 621;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045621;LUMINAIRE TYPE P2;27/2/2026;I031;MAT;45 621;A;TX;pdf;;;27/02/26;X;14/03/26;REF;;;;;;;18/3/2026;;REF;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045622;LUMINAIRE TYPE P3;23/2/2026;I031;MAT;45 622;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045622;LUMINAIRE TYPE P3;27/2/2026;I031;MAT;45 622;A;TX;pdf;1;;27/02/26;X;14/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045622;LUMINAIRE TYPE P3;9/3/2026;I031;MAT;45 622;A;TX;pdf;;;09/03/26;X;24/03/26;VAO;;;;;;;18/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Indiquer la localisation,
-         Indiquer UGR (doit être conforme à la norme pour les locaux concernés),
-         Sous réserve de validation de la NDC d’éclairement,
-         Sous réserve de validation du MOA, de l’architecte et d’acceptation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045623;LUMINAIRE TYPE P4;23/2/2026;I031;MAT;45 623;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045623;LUMINAIRE TYPE P4;27/2/2026;I031;MAT;45 623;A;TX;pdf;;;27/02/26;X;14/03/26;VAO;;;;;;;18/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Indiquer la localisation,
-         Sous réserve de validation de la NDC d’éclairement,
-         Sous réserve de validation du MOA, de l’architecte et d’acceptation de l’échantillon."
